0,1
"What is ninety thousand, two hundred and seventy plus fifty-five thousand, nine hundred and twenty-three?","one hundred and forty-six thousand, one hundred and ninety-three"
"What is sixty-four trillion, sixty-eight billion, six hundred and thirty-nine million, ninety-two thousand, five hundred and four plus thirty-eight trillion, six hundred and sixty-seven billion, three hundred and eighty-six million, two hundred and sixty-two thousand, two hundred and seventy-eight?","one hundred and two trillion, seven hundred and thirty-six billion, twenty-five million, three hundred and fifty-four thousand, seven hundred and eighty-two"
"What is twenty-nine thousand, nine hundred and eighty-four plus ninety-three thousand, one hundred and seventy-nine?","one hundred and twenty-three thousand, one hundred and sixty-three"
"What is five thousand and thirty-eight plus eight thousand, four hundred and forty-one?","thirteen thousand, four hundred and seventy-nine"
"What is nine hundred and sixty-seven million, three hundred and twelve thousand, eight hundred and forty-eight plus five hundred and ninety-nine million, seven hundred and one thousand, six hundred and eleven?","one billion, five hundred and sixty-seven million, fourteen thousand, four hundred and fifty-nine"
"What is seven hundred and twenty-six million, five hundred and fourteen thousand, six hundred and twenty-five plus two hundred and seventy-two million, seven hundred and ninety-eight thousand, one hundred and sixty-four?","nine hundred and ninety-nine million, three hundred and twelve thousand, seven hundred and eighty-nine"
What is fifty-nine plus seventy-eight?,one hundred and thirty-seven
"What is three billion, sixty-seven million, ninety-five thousand, one hundred and fifteen plus one billion, nine hundred and eighty-eight million, five hundred and sixty-two thousand, nine hundred and thirty-six?","five billion, fifty-five million, six hundred and fifty-eight thousand and fifty-one"
What is six hundred and eighty-six plus one hundred and thirty-six?,eight hundred and twenty-two
"What is one trillion, six hundred and fifty-eight billion, eight hundred and eleven million, eight hundred and thirty-seven thousand, seven hundred and four plus three trillion, four hundred and ninety-three billion, three hundred and thirty-three million, eight hundred and twenty thousand, six hundred and twenty-nine?","five trillion, one hundred and fifty-two billion, one hundred and forty-five million, six hundred and fifty-eight thousand, three hundred and thirty-three"
"What is eight billion, three hundred and sixty million, four hundred thousand, six hundred and sixty-nine plus five billion, six hundred and thirty-six million, nine hundred and ninety-two thousand, five hundred and eighty-three?","thirteen billion, nine hundred and ninety-seven million, three hundred and ninety-three thousand, two hundred and fifty-two"
"What is eight hundred and ten billion, seven hundred and twenty-two million, six hundred and fourteen thousand, two hundred and twenty-one plus four hundred and thirty-nine billion, one hundred and fifty-nine million, four hundred and seventy thousand, eight hundred and thirty-nine?","one trillion, two hundred and forty-nine billion, eight hundred and eighty-two million, eighty-five thousand and sixty"
"What is seven hundred and nineteen billion, eight hundred and eighty-four million, eight hundred and seventy-eight thousand, one hundred and forty-eight plus two hundred and seventy-six billion, nine hundred and one million, seventy-three thousand, five hundred and fifty-eight?","nine hundred and ninety-six billion, seven hundred and eighty-five million, nine hundred and fifty-one thousand, seven hundred and six"
"What is seven trillion, five hundred and twenty-one billion, thirty-five million, two hundred and sixteen thousand, six hundred and sixty-eight plus one trillion, eight hundred and fifty-two billion, five hundred and thirty-seven million, one hundred and seventy-nine thousand, two hundred and forty-three?","nine trillion, three hundred and seventy-three billion, five hundred and seventy-two million, three hundred and ninety-five thousand, nine hundred and eleven"
"What is six hundred and ninety-nine billion, seven hundred and ninety-eight million, nine thousand, seven hundred and seventy-seven plus five hundred and nineteen billion, seven hundred and fifty million, nine hundred and fourteen thousand, one hundred and sixty-three?","one trillion, two hundred and nineteen billion, five hundred and forty-eight million, nine hundred and twenty-three thousand, nine hundred and forty"
What is two hundred and ninety-eight plus six hundred and sixty-five?,nine hundred and sixty-three
"What is forty billion, twenty-five million, eight hundred and eighty-four thousand, eight hundred and ten plus twenty-two billion, three hundred and thirty-eight million, four hundred and seventy-five thousand, four hundred and seventy-seven?","sixty-two billion, three hundred and sixty-four million, three hundred and sixty thousand, two hundred and eighty-seven"
"What is seven hundred and forty-nine trillion, five hundred and sixty-six billion, nine hundred and ninety-one million, forty-three thousand and ninety-two plus five hundred and forty-nine trillion, nine hundred and forty-four billion, one hundred and forty million, four hundred and sixty-three thousand, four hundred and nine?","one quadrillion, two hundred and ninety-nine trillion, five hundred and eleven billion, one hundred and thirty-one million, five hundred and six thousand, five hundred and one"
"What is three thousand, five hundred and seventy-two plus nine thousand, one hundred and seventy-nine?","twelve thousand, seven hundred and fifty-one"
"What is forty-six trillion, nine hundred and ninety-six billion, six hundred and eighty-three million, five hundred and ninety-three thousand, six hundred and fifty-nine plus eighty-four trillion, six hundred and sixty billion, eight hundred and thirty-six million, four hundred and sixty-six thousand, three hundred and ninety-eight?","one hundred and thirty-one trillion, six hundred and fifty-seven billion, five hundred and twenty million, sixty thousand and fifty-seven"
"What is nine trillion, twenty billion, six hundred and thirty-two million, six hundred and seven thousand, six hundred and twelve plus two trillion, eight hundred and eleven billion, seven hundred and forty million, five hundred and seventy-nine thousand, seven hundred and seventy-five?","eleven trillion, eight hundred and thirty-two billion, three hundred and seventy-three million, one hundred and eighty-seven thousand, three hundred and eighty-seven"
"What is two hundred and forty-six billion, eight hundred and seventy-one million, five hundred and seventy-three thousand, nine hundred and thirty-nine plus one hundred and seventy-two billion, six hundred and eighty-nine million, fifty-three thousand, five hundred and forty?","four hundred and nineteen billion, five hundred and sixty million, six hundred and twenty-seven thousand, four hundred and seventy-nine"
